cik,institution,last_accesion_number,last_report_period,last_filing_date,total_value,total_holding,updated_on
932974,LORING WOLCOTT & COOLIDGE FIDUCIARY ADVISORS LLP/MA,0000932974-24-000001,2023-12-31,2024-02-01,10094342616,659,2024-04-04 03:42:30.223997
1050470,LSV ASSET MANAGEMENT,0001050470-24-000001,2023-12-31,2024-02-06,45827039,874,2024-04-04 03:42:30.223997
1731061,Larson Financial Group LLC,0001104659-24-009388,2023-12-31,2024-02-01,1144543965,1787,2024-04-04 03:42:30.223997
1914668,"Latigo Investments, LLC",0001754960-24-000093,2023-12-31,2024-02-14,181083446,19,2024-04-04 03:42:30.223997
1843715,"Latitude Advisors, LLC",0001754960-24-000065,2023-12-31,2024-01-30,142401344,175,2024-04-04 03:42:30.223997
1570396,Lipe & Dalton,0001570396-24-000001,2023-12-31,2024-01-30,184283,104,2024-04-04 03:42:30.223997
1424467,"Lisanti Capital Growth, LLC",0001085146-24-000778,2023-12-31,2024-02-06,423914614,124,2024-04-04 03:42:30.223997
1737112,Lutz Financial Services LLC,0001737112-24-000002,2023-12-31,2024-02-08,1065950804,84,2024-04-04 03:42:30.223997
1803662,MAGNOLIA CAPITAL ADVISORS LLC,0001803662-24-000001,2023-12-31,2024-02-02,137059993,92,2024-04-04 03:42:30.223997
1096343,MARKEL GROUP INC.,0000950123-24-000655,2023-12-31,2024-02-02,9198712939,216,2024-04-04 03:42:30.223997
701189,MARSHALL FINANCIAL GROUP INC /ADV,0001221073-24-000013,2023-12-31,2024-02-08,280051115,53,2024-04-04 03:42:30.223997
1427351,MERIDIAN INVESTMENT COUNSEL INC.,0001427351-24-000002,2023-12-31,2024-02-09,291328751,206,2024-04-04 03:42:30.223997
806097,MERIDIAN MANAGEMENT CO,0000806097-24-000001,2023-12-31,2024-02-12,351687836,146,2024-04-04 03:42:30.223997
1731444,MGO ONE SEVEN LLC,0001172661-24-001124,2023-12-31,2024-02-14,1743794623,900,2024-04-04 03:42:30.223997
1080351,MITCHELL CAPITAL MANAGEMENT CO,0001080351-24-000001,2023-12-31,2024-02-13,474931060,119,2024-04-04 03:42:30.223997
67698,"MONTAG & CALDWELL, LLC",0000067698-24-000002,2023-12-31,2024-02-05,573241790,81,2024-04-04 03:42:30.223997
1744373,Machina Capital S.A.S.,0001085146-24-000772,2023-12-31,2024-02-06,154874406,234,2024-04-04 03:42:30.223997
1763350,"Main Street Financial Solutions, LLC",0001085146-24-000899,2023-12-31,2024-02-08,774113217,459,2024-04-04 03:42:30.223997
1513211,Main Street Research LLC,0001941040-24-000054,2023-12-31,2024-01-30,1245377406,106,2024-04-04 03:42:30.223997
1730525,Maj Invest Holding A/S,0001730525-24-000002,2023-12-31,2024-02-09,3430349,35,2024-04-04 03:42:30.223997
1781942,"Meridian Wealth Partners, LLC",0001951757-24-000196,2023-12-31,2024-02-05,523818608,101,2024-04-04 03:42:30.223997
791540,"NBC SECURITIES, INC.",0000791540-24-000001,2023-12-31,2024-02-07,991993,2103,2024-04-04 03:42:30.223997
1569356,NINE MASTS CAPITAL Ltd,0001085146-24-000886,2023-12-31,2024-02-08,134385073,30,2024-04-04 03:42:30.223997
1262677,NOESIS CAPITAL MANGEMENT CORP,0001262677-24-000001,2023-12-31,2024-02-06,424200419,97,2024-04-04 03:42:30.223997
1055964,NOMURA ASSET MANAGEMENT CO LTD,0001140361-24-006780,2023-12-31,2024-02-09,24198952308,2368,2024-04-04 03:42:30.223997
1631930,"Neumann Capital Management, LLC",0001172661-24-000498,2023-12-31,2024-02-07,252064805,91,2024-04-04 03:42:30.223997
1546989,NewSquare Capital LLC,0001546989-24-000001,2023-12-31,2024-02-01,1047329519,493,2024-04-04 03:42:30.223997
1291318,OVERSEA-CHINESE BANKING Corp Ltd,0001291318-24-000001,2023-12-31,2024-02-01,2793723619,477,2024-04-04 03:42:30.223997
1766918,Opes Wealth Management LLC,0001085146-24-000598,2023-12-31,2024-01-31,416669174,126,2024-04-04 03:42:30.223997
1905367,Orcam Financial Group,0001905367-24-000002,2023-12-31,2024-02-15,81819883,37,2024-04-04 03:42:30.223997
1656735,Ownership Capital B.V.,0001656735-24-000001,2023-12-31,2024-02-05,4483349699,21,2024-04-04 03:42:30.223997
1803523,"PACIFIC CAPITAL WEALTH ADVISORS, INC",0001062993-24-002079,2023-12-31,2024-02-06,394330918,345,2024-04-04 03:42:30.223997
1218761,PENSIOENFONDS RAIL & OV,0001218761-24-000001,2023-12-31,2024-01-11,1733696,36,2024-04-04 03:42:30.223997
1115055,PINNACLE FINANCIAL PARTNERS INC,0001115055-24-000020,2023-12-31,2024-01-22,4211398923,1041,2024-04-04 03:42:30.223997
1256071,PLATINUM INVESTMENT MANAGEMENT LTD,0001085146-24-001210,2023-12-31,2024-02-13,2462787745,142,2024-04-04 03:42:30.223997
1140436,PROVIDENT TRUST CO,0001140436-24-000001,2023-12-31,2024-02-05,4878433374,27,2024-04-04 03:42:30.223997
1797217,Panview Asian Equity Master Fund,0001797217-24-000002,2023-12-31,2024-02-02,150064015,10,2024-04-04 03:42:30.223997
1672070,"Parker Investment Management, LLC",0000909012-24-000020,2023-12-31,2024-02-08,533456008,32,2024-04-04 03:42:30.223997
1599576,Pictet North America Advisors SA,0001599576-24-000003,2023-12-31,2024-02-09,773873209,128,2024-04-04 03:42:30.223997
1567755,"Private Advisor Group, LLC",0001085146-24-000766,2023-12-31,2024-02-06,12864060182,2263,2024-04-04 03:42:30.223997
1732543,Q3 Asset Management,0001732543-24-000001,2023-12-31,2024-01-29,395895,46,2024-04-04 03:42:30.223997
1965346,"QUARRY HILL ADVISORS, LLC",0001085146-24-000894,2023-12-31,2024-02-08,123192772,42,2024-04-04 03:42:30.223997
1963347,"RCS Financial Planning, LLC",0001085146-24-000839,2023-12-31,2024-02-08,152843698,63,2024-04-04 03:42:30.223997
1803329,Regent Peak Wealth Advisors LLC,0001172661-24-000300,2023-12-31,2024-01-23,368569384,168,2024-04-04 03:42:30.223997
1540462,"Richmond Brothers, Inc.",0001085146-24-000890,2023-12-31,2024-02-08,57366327,23,2024-04-04 03:42:30.223997
1694283,"Robinson Value Management, Ltd.",0001694283-24-000001,2023-12-31,2024-02-14,152073497,80,2024-04-04 03:42:30.223997
1906572,"Rose Park Advisors, LLC",0000950123-24-001876,2023-12-31,2024-02-13,16962279,1,2024-04-04 03:42:30.223997
1044924,SAYBROOK CAPITAL /NC,0001044924-24-000001,2023-12-31,2024-01-30,360428,50,2024-04-04 03:42:30.223997
1085550,"SCF Partners, Inc.",0000950123-24-001103,2023-12-31,2024-02-08,47269321,2,2024-04-04 03:42:30.223997
1794153,SCHWARZ DYGOS WHEELER INVESTMENT ADVISORS LLC,0001085146-24-000698,2023-12-31,2024-02-05,325047262,145,2024-04-04 03:42:30.223997
89014,SENTRY INVESTMENT MANAGEMENT LLC,0000089014-24-000011,2023-12-31,2024-01-30,232954,457,2024-04-04 03:42:30.223997
1456048,"SIGNATUREFD, LLC",0001456048-24-000002,2023-12-31,2024-02-01,4330955145,3133,2024-04-04 03:42:30.223997
1962086,SP Asset Management LLC,0001962086-24-000001,2023-12-31,2024-02-07,975706669,117,2024-04-04 03:42:30.223997
938487,SSI INVESTMENT MANAGEMENT LLC,0001172661-24-000600,2023-12-31,2024-02-08,1318978536,535,2024-04-04 03:42:30.223997
1965239,STF Management LP,0001965239-24-000002,2023-12-31,2024-02-09,212742949,101,2024-04-04 03:42:30.223997
1108831,STONERIDGE INVESTMENT PARTNERS LLC,0001108831-24-000002,2023-12-31,2024-02-07,237581,91,2024-04-04 03:42:30.223997
1999353,SYON CAPITAL LLC,0001765380-24-000003,2023-12-31,2024-02-02,1395517014,474,2024-04-04 03:42:30.223997
1914558,"SageView Advisory Group, LLC",0001085146-24-000981,2023-12-31,2024-02-09,2341426302,670,2024-04-04 03:42:30.223997
1730959,"Santori & Peters, Inc.",0001730959-24-000002,2023-12-31,2024-02-05,210404325,58,2024-04-04 03:42:30.223997
1455290,Shelter Ins Retirement Plan,0001455288-24-000004,2023-12-31,2024-01-31,102781580,8,2024-04-04 03:42:30.223997
1846175,"Sovereign Financial Group, Inc.",0001951757-24-000224,2023-12-31,2024-02-06,327928774,245,2024-04-04 03:42:30.223997
1661144,St. Louis Trust Co,0001085146-24-000728,2023-12-31,2024-02-05,580996949,157,2024-04-04 03:42:30.223997
1308685,"Stack Financial Management, Inc",0001308685-24-000002,2023-12-31,2024-02-02,885506799,42,2024-04-04 03:42:30.223997
1967732,State of Wisconsin - Board of Commissioners of Public Lands,0001214659-24-001506,2023-12-31,2024-01-31,404379981,16,2024-04-04 03:42:30.223997
1801868,"SteelPeak Wealth, LLC",0001221073-24-000006,2023-12-31,2024-01-24,1726874838,446,2024-04-04 03:42:30.223997
1802365,"Strategic Wealth Investment Group, LLC",0001802365-24-000001,2023-12-31,2024-01-16,665328612,130,2024-04-04 03:42:30.223997
1608179,"Syntal Capital Partners, LLC",0001608179-24-000001,2023-12-31,2024-02-13,5037423,11,2024-04-04 03:42:30.223997
1802080,"TOBIAS FINANCIAL ADVISORS, INC.",0001172661-24-001009,2023-12-31,2024-02-14,410663228,96,2024-04-04 03:42:30.223997
1166573,TOWERVIEW LLC,0001140361-24-005046,2023-12-31,2024-02-01,163739847,27,2024-04-04 03:42:30.223997
1663649,"Tiller Private Wealth, Inc.",0001085146-24-000587,2023-12-31,2024-01-31,199616710,44,2024-04-04 03:42:30.223997
1852813,Triatomic Management LP,0001172661-24-000845,2023-12-31,2024-02-13,78537491,34,2024-04-04 03:42:30.223997
1601407,Troy Asset Management Ltd,0001601407-24-000001,2023-12-31,2024-02-07,3106632,32,2024-04-04 03:42:30.223997
1599404,Trustees of Dartmouth College,0001599404-24-000001,2023-12-31,2024-01-31,394472303,3,2024-04-04 03:42:30.223997
1697814,UG Investment Advisers Ltd.,0001697814-24-000003,2023-12-31,2024-01-30,316871997,10,2024-04-04 03:42:30.223997
36104,US BANCORP \DE\,0000036104-24-000010,2023-12-31,2024-02-09,67591291349,9103,2024-04-04 03:42:30.223997
1753219,"United Capital Management of KS, Inc.",0001941040-24-000041,2023-12-31,2024-01-25,330826381,76,2024-04-04 03:42:30.223997
1896071,University of Pittsburgh - Of the Commonwealth System of Hig,0001896071-24-000002,2023-12-31,2024-02-14,93357561,2,2024-04-04 03:42:30.223997
1910854,"VANCE WEALTH, INC.",0001951757-24-000210,2023-12-31,2024-02-05,230486244,83,2024-04-04 03:42:30.223997
1898282,"VIRGINIA WEALTH MANAGEMENT GROUP, INC.",0001085146-24-000912,2023-12-31,2024-02-09,114419932,54,2024-04-04 03:42:30.223997
1851418,"Valley Brook Capital Group, Inc.",0001172661-24-000477,2023-12-31,2024-02-06,114810874,114,2024-04-04 03:42:30.223997
1560009,"Versant Venture Management, LLC",0000950123-24-001156,2023-12-31,2024-02-08,388843408,7,2024-04-04 03:42:30.223997
105495,WELCH & FORBES LLC,0001085146-24-000783,2023-12-31,2024-02-06,6620253499,366,2024-04-04 03:42:30.223997
1961292,"WealthSpring Partners, LLC",0001085146-23-004074,2023-09-30,2023-11-03,133817855,70,2024-04-04 03:42:30.223997
1425949,WealthTrust Axiom LLC,0001085146-24-000735,2023-12-31,2024-02-05,299103553,252,2024-04-04 03:42:30.223997
1511985,West Coast Financial LLC,0001085146-24-000208,2023-12-31,2024-01-11,762135509,158,2024-04-04 03:42:30.223997
1667102,"Whitegate Investment Counselors, Inc.",0001667102-24-000001,2023-12-31,2024-02-06,327912795,61,2024-04-04 03:42:30.223997
1739043,Winthrop Advisory Group LLC,0001739043-24-000003,2023-12-31,2024-01-10,640138886,140,2024-04-04 03:42:30.223997
1803140,1776 Wealth LLC,0001803140-24-000001,2023-12-31,2024-02-14,201708209,157,2024-04-04 03:42:30.223997
1046187,AEW CAPITAL MANAGEMENT L P,0001104659-24-010144,2023-12-31,2024-02-02,2744451591,47,2024-04-04 03:42:30.223997
4977,AFLAC INC,0000004977-24-000009,2023-12-31,2024-02-02,115557730,4,2024-04-04 03:42:30.223997
1906227,"ANDREWS, LUCIA WEALTH MANAGEMENT LLC",0001725547-24-000504,2023-12-31,2024-02-09,129627295,28,2024-04-04 03:42:30.223997
1564835,"ASAHI LIFE ASSET MANAGEMENT CO., LTD.",0001754960-24-000088,2023-12-31,2024-02-13,185395157,159,2024-04-04 03:42:30.223997
1214816,AXIS CAPITAL HOLDINGS LTD,0001214816-24-000016,2023-12-31,2024-01-31,142768363,3,2024-04-04 03:42:30.223997
1568991,Alpha Family Trust,0000950123-24-001311,2023-12-31,2024-02-09,148139767,144,2024-04-04 03:42:30.223997
1365555,"Amtrust Financial Services, Inc.",0001172661-24-000354,2023-12-31,2024-01-26,185441532,15,2024-04-04 03:42:30.223997
1596355,"Asset Management Advisors, LLC",0001596355-24-000001,2023-12-31,2024-01-26,121610733,17,2024-04-04 03:42:30.223997
1598416,Astor Investment Management LLC,0001172661-24-000388,2023-12-31,2024-01-30,261025358,29,2024-04-04 03:42:30.223997
1734565,Avitas Wealth Management LLC,0001734565-24-000001,2023-12-31,2024-01-24,597924674,197,2024-04-04 03:42:30.223997
1599469,BANK PICTET & CIE (ASIA) LTD,0001599576-24-000002,2023-12-31,2024-02-09,395284096,97,2024-04-04 03:42:30.223997
1895362,"Badgley Phelps Wealth Managers, LLC",0001895362-24-000002,2023-12-31,2024-02-14,3668599132,241,2024-04-04 03:42:30.223997
1123274,Bank Pictet & Cie (Europe) AG,0001535602-24-000003,2023-12-31,2024-02-09,3375921911,273,2024-04-04 03:42:30.223997
1790548,"Beck Bode, LLC",0001420506-24-000139,2023-12-31,2024-02-05,445749208,119,2024-04-04 03:42:30.223997
1859474,"Benedetti & Gucer, Inc.",0001859474-24-000001,2023-12-31,2024-02-12,190835095,142,2024-04-04 03:42:30.223997
1728120,Broad Peak Investment Holdings Ltd.,0000905148-24-000268,2023-12-31,2024-01-23,620754348,20,2024-04-04 03:42:30.223997
1965756,"C2P Capital Advisory Group, LLC d.b.a. Prosperity Capital Ad",0001172661-24-000660,2023-12-31,2024-02-12,921792943,377,2024-04-04 03:42:30.223997
923469,CADINHA & CO LLC,0000923469-24-000001,2023-12-31,2024-01-24,626466759,96,2024-04-04 03:42:30.223997
919079,CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,0000919079-24-000006,2023-12-31,2024-02-01,131712871578,1187,2024-04-04 03:42:30.223997
1905663,CAPITAL PERFORMANCE ADVISORS LLP,0001085146-24-000779,2023-12-31,2024-02-06,231362208,79,2024-04-04 03:42:30.223997
1901222,"CHANNING GLOBAL ADVISORS, LLC",0000909012-24-000012,2023-12-31,2024-02-02,128148098,48,2024-04-04 03:42:30.223997
1732074,CNB Bank,0000950123-24-000548,2023-12-31,2024-01-31,186241196,536,2024-04-04 03:42:30.223997
1082339,COLDSTREAM CAPITAL MANAGEMENT INC,0001082339-24-000001,2023-12-31,2024-02-09,3574278193,941,2024-04-04 03:42:30.223997
709428,COZAD ASSET MANAGEMENT INC,0000709428-24-000003,2023-12-31,2024-02-05,867204889,383,2024-04-04 03:42:30.223997
1963967,CPA Asset Management LLC,0000909012-24-000007,2023-12-31,2024-01-18,164376868,73,2024-04-04 03:42:30.223997
39263,"CULLEN/FROST BANKERS, INC.",0000039263-24-000014,2023-12-31,2024-02-06,6358276301,1011,2024-04-04 03:42:30.223997
1659203,"Capital Investment Advisory Services, LLC",0001398344-24-001616,2023-12-31,2024-02-01,1081045538,978,2024-04-04 03:42:30.223997
1418421,"Capital Investment Counsel, Inc",0001398344-24-002045,2023-12-31,2024-02-05,570802476,218,2024-04-04 03:42:30.223997
1989526,"Certus Wealth Management, LLC",0001765380-24-000054,2023-12-31,2024-02-09,117885069,54,2024-04-04 03:42:30.223997
1562855,"Clarkston Capital Partners, LLC",0001398344-24-003170,2023-12-31,2024-02-14,5394391360,158,2024-04-04 03:42:30.223997
1745907,CloudAlpha Capital Management Limited/Hong Kong,0001745907-24-000002,2023-12-31,2024-01-31,1084388,41,2024-04-04 03:42:30.223997
1456133,"Convergence Investment Partners, LLC",0001580642-24-000772,2023-12-31,2024-02-05,191392,191,2024-04-04 03:42:30.223997
1835669,"Crew Capital Management, Ltd.",0001835669-24-000001,2023-12-31,2024-02-05,98253272,89,2024-04-04 03:42:30.223997
1759578,Crumly & Associates Inc.,0001759578-24-000001,2023-12-31,2024-01-29,343659311,127,2024-04-04 03:42:30.223997
1341748,Cypress Capital Group,0001172661-24-000318,2023-12-31,2024-01-24,768738195,490,2024-04-04 03:42:30.223997
1021117,D L CARLSON INVESTMENT GROUP INC,0001021117-24-000001,2023-12-31,2024-02-16,491269890,137,2024-04-04 03:42:30.223997
1967640,"DDFG, Inc",0001765380-24-000009,2023-12-31,2024-02-05,299551689,74,2024-04-04 03:42:30.223997
1217541,DIAMOND HILL CAPITAL MANAGEMENT INC,0001217541-24-000002,2023-12-31,2024-02-05,22757442074,164,2024-04-04 03:42:30.223997
1741024,"DUALITY ADVISERS, LP",0001741024-24-000002,2023-12-31,2024-02-01,945788216,555,2024-04-04 03:42:30.223997
1697728,"Dai-ichi Life Insurance Company, Ltd",0000898432-24-000115,2023-12-31,2024-02-09,4817423,461,2024-04-04 03:42:30.223997
1634212,"Diversified Portfolios, Inc.",0000905729-24-000025,2023-12-31,2024-01-30,635531245,124,2024-04-04 03:42:30.223997
1841991,"Diversified, LLC",0001172661-24-000415,2023-12-31,2024-02-01,461896787,157,2024-04-04 03:42:30.223997
1908066,"ECLIPSE VENTURES, LLC",0001104659-24-011125,2023-12-31,2024-02-06,10745682,1,2024-04-04 03:42:30.223997
1911412,EFG Asset Management (North America) Corp.,0001172661-24-000558,2023-12-31,2024-02-08,527378905,184,2024-04-04 03:42:30.223997
1908617,Echo45 Advisors LLC,0001085146-24-000581,2023-12-31,2024-01-31,129966252,48,2024-04-04 03:42:30.223997
1572838,"Empirical Finance, LLC",0001572838-24-000006,2023-12-31,2024-02-14,1434069808,513,2024-04-04 03:42:30.223997
1559832,"Estate Counselors, LLC",0001172661-24-000305,2023-12-31,2024-01-23,809830892,118,2024-04-04 03:42:30.223997
1566601,"FDx Advisors, Inc.",0001566601-24-000002,2023-12-31,2024-02-13,1293255,667,2024-04-04 03:42:30.223997
1067532,FORBES J M & CO LLP,0001140361-24-006237,2023-12-31,2024-02-08,860614608,131,2024-04-04 03:42:30.223997
1623580,"FS Capital Partners VI, LLC",0000929638-24-000337,2023-12-31,2024-02-01,145488885,1,2024-04-04 03:42:30.223997
1961278,"Family Asset Management, LLC",0001398344-24-002198,2023-12-31,2024-02-06,149901348,186,2024-04-04 03:42:30.223997
1840760,Financial Network Wealth Management LLC,0001898296-24-000003,2023-12-31,2024-01-10,231017,108,2024-04-04 03:42:30.223997
1696263,Florin Court Capital LLP,0001172661-24-000424,2023-12-31,2024-02-02,94580403,27,2024-04-04 03:42:30.223997
1356249,"Fund Evaluation Group, LLC",0001356249-24-000004,2023-12-31,2024-02-12,1373938,35,2024-04-04 03:42:30.223997
1000490,GIRARD PARTNERS LTD.,0001000490-24-000001,2023-12-31,2024-02-09,985447324,246,2024-04-04 03:42:30.223997
320335,GLOBE LIFE INC.,0000320335-24-000002,2023-12-31,2024-02-01,334601359,2,2024-04-04 03:42:30.223997
1675762,"Gilbert & Cook, Inc.",0001765380-24-000008,2023-12-31,2024-02-05,706537174,218,2024-04-04 03:42:30.223997
1861558,"Gitterman Wealth Management, LLC",0001172661-24-000448,2023-12-31,2024-02-05,224491020,89,2024-04-04 03:42:30.223997
46392,"HAZLETT, BURT & WATSON, INC.",0000046392-24-000001,2023-12-31,2024-01-25,148559,6186,2024-04-04 03:42:30.223997
1442573,"HOURGLASS CAPITAL, LLC",0001062993-24-002709,2023-12-31,2024-02-09,310478214,98,2024-04-04 03:42:30.223997
1588225,"Heronetta Management, L.P.",0000922423-24-000013,2023-12-31,2024-01-25,141187670,23,2024-04-04 03:42:30.223997
1559077,"HoyleCohen, LLC",0001725547-24-000509,2023-12-31,2024-02-09,1223626826,271,2024-04-04 03:42:30.223997
1840501,"Hudson Value Partners, LLC",0001840501-24-000001,2023-12-31,2024-02-12,215053279,94,2024-04-04 03:42:30.223997
1811532,"INDUSTRY VENTURES, L.L.C.",0001104659-24-011097,2023-12-31,2024-02-06,61578899,8,2024-04-04 03:42:30.223997
1041885,INGALLS & SNYDER LLC,0001041885-24-000002,2023-12-31,2024-01-29,2211922,441,2024-04-04 03:42:30.223997
1738560,"ISLAY CAPITAL MANAGEMENT, LLC",0001941040-24-000076,2023-12-31,2024-02-05,129482820,222,2024-04-04 03:42:30.223997
1568068,"JFS WEALTH ADVISORS, LLC",0001568068-24-000001,2023-12-31,2024-02-07,1176593045,1997,2024-04-04 03:42:30.223997
1569118,JNBA Financial Advisors,0001569118-24-000001,2023-12-31,2024-02-08,879284120,713,2024-04-04 03:42:30.223997
1903898,Kaizen Capital Partners Ltd,0001903898-24-000002,2023-12-31,2024-02-08,65671223,4,2024-04-04 03:42:30.223997
1964532,"Kaydan Wealth Management, Inc.",0001172661-24-000231,2023-12-31,2024-01-16,245988159,98,2024-04-04 03:42:30.223997
1655557,"LUBERT-ADLER MANAGEMENT COMPANY, LP",0001655557-24-000001,2023-12-31,2024-02-08,59655232,3,2024-04-04 03:42:30.223997
1697716,"LWM Advisory Services, LLC",0001420506-24-000137,2023-12-31,2024-02-05,113746904,80,2024-04-04 03:42:30.223997
1964955,"LWMG, LLC",0001765380-24-000013,2023-12-31,2024-02-06,407376071,88,2024-04-04 03:42:30.223997
36270,M&T BANK CORP,0000950123-24-000852,2023-12-31,2024-02-06,27223180477,13526,2024-04-04 03:42:30.223997
1008868,MARTIN & CO INC /TN/,0001172661-24-000802,2023-12-31,2024-02-13,405203036,107,2024-04-04 03:42:30.223997
1133939,MEDIATEL PARTNERS,0000897423-24-000018,2023-12-31,2024-02-08,273607847,3,2024-04-04 03:42:30.223997
1534949,"MKP Capital Management, L.L.C.",0001172661-24-000656,2023-12-31,2024-02-12,1913228052,18,2024-04-04 03:42:30.223997
1903320,ML & R WEALTH MANAGEMENT LLC,0001725547-24-000511,2023-12-31,2024-02-09,441668498,73,2024-04-04 03:42:30.223997
938759,MONARCH CAPITAL MANAGEMENT INC/,0000938759-24-000001,2023-12-31,2024-01-17,330163502,112,2024-04-04 03:42:30.223997
1536362,"MONEDA USA, INC.",0001420506-23-001898,2023-09-30,2023-11-02,54539876,9,2024-04-04 03:42:30.223997
1787423,"Madryn Asset Management, LP",0001787423-23-000005,2023-09-30,2023-11-02,36078953,5,2024-04-04 03:42:30.223997
1910355,"Matrix China Management IV, L.P.",0000950123-23-009316,2023-09-30,2023-11-02,64260000,1,2024-04-04 03:42:30.223997
1294571,Millburn Ridgefield Corp,0000909012-24-000016,2023-12-31,2024-02-06,3264383392,190,2024-04-04 03:42:30.223997
1694895,Mitsubishi UFJ Asset Management (UK) Ltd.,0001694895-24-000001,2023-12-31,2024-02-08,182523000,84,2024-04-04 03:42:30.223997
1536361,Moneda S.A. Administradora General de Fondos,0001420506-24-000113,2023-12-31,2024-02-01,222519669,26,2024-04-04 03:42:30.223997
937615,"NISA INVESTMENT ADVISORS, LLC",0000937615-24-000002,2023-12-31,2024-01-25,14113467532,2637,2024-04-04 03:42:30.223997
1388409,NOVARE CAPITAL MANAGEMENT LLC,0001388409-24-000002,2023-12-31,2024-02-08,982809254,168,2024-04-04 03:42:30.223997
1964849,"OAK HILL WEALTH ADVISORS, LLC",0001085146-24-000833,2023-12-31,2024-02-08,290515186,107,2024-04-04 03:42:30.223997
1977602,OFI INVEST ASSET MANAGEMENT,0001977602-24-000002,2023-12-31,2024-02-14,2973226583,288,2024-04-04 03:42:30.223997
1787147,Olympiad Research LP,0001172661-24-000675,2023-12-31,2024-02-12,127160198,309,2024-04-04 03:42:30.223997
1484040,Origin Asset Management LLP,0001085146-24-000758,2023-12-31,2024-02-06,373537749,10,2024-04-04 03:42:30.223997
884300,PERKINS CAPITAL MANAGEMENT INC,0000884300-24-000001,2023-12-31,2024-01-22,117077,92,2024-04-04 03:42:30.223997
1535631,PICTET BANK & TRUST Ltd,0001535631-24-000003,2023-12-31,2024-02-09,98720630,44,2024-04-04 03:42:30.223997
1034886,PITTENGER & ANDERSON INC,0001034886-24-000002,2023-12-31,2024-02-02,2232045489,429,2024-04-04 03:42:30.223997
1126328,PRINCIPAL FINANCIAL GROUP INC,0001085146-24-000811,2023-12-31,2024-02-07,156839325252,4741,2024-04-04 03:42:30.223997
1388443,"Palisades Hudson Asset Management, L.P.",0001388443-24-000001,2023-12-31,2024-02-12,206193,141,2024-04-04 03:42:30.223997
1640801,Park Avenue Institutional Advisers LLC,0000950123-24-000605,2023-12-31,2024-02-01,27999540,2,2024-04-04 03:42:30.223997
1729049,"Pegasus Asset Management, Inc.",0001729049-24-000001,2023-12-31,2024-02-09,233277992,69,2024-04-04 03:42:30.223997
1929662,"Quantum Private Wealth, LLC",0001172661-24-000395,2023-12-31,2024-01-30,238882736,179,2024-04-04 03:42:30.223997
1811052,"REBALANCE, LLC",0001811052-24-000002,2023-12-31,2024-02-06,1147688579,88,2024-04-04 03:42:30.223997
1965915,"RF&L WEALTH MANAGEMENT, LLC",0001725547-24-000530,2023-12-31,2024-02-14,120307297,55,2024-04-04 03:42:30.223997
1230765,"RICE HALL JAMES & ASSOCIATES, LLC",0001172661-24-000603,2023-12-31,2024-02-09,1726882453,260,2024-04-04 03:42:30.223997
1910488,Red Tortoise LLC,0001910488-24-000001,2023-12-31,2024-01-31,176758383,584,2024-04-04 03:42:30.223997
1863894,Regency Capital Management Inc.\DE,0001863894-24-000001,2023-12-31,2024-01-23,148746567,51,2024-04-04 03:42:30.223997
1082509,SMITH CHAS P & ASSOCIATES PA CPAS,0001082509-24-000001,2023-12-31,2024-02-01,1517388,141,2024-04-04 03:42:30.223997
1534378,"Sage Advisory Services, Ltd.Co.",0001214659-24-001604,2023-12-31,2024-02-01,373312000,52,2024-04-04 03:42:30.223997
1554308,Seven Post Investment Office LP,0001172661-24-000486,2023-12-31,2024-02-06,397070700,53,2024-04-04 03:42:30.223997
1511794,"Shaker Financial Services, LLC",0001172661-24-000509,2023-12-31,2024-02-07,243550685,152,2024-04-04 03:42:30.223997
1455288,Shelter Mutual Insurance Co,0001455288-24-000003,2023-12-31,2024-01-31,362527798,58,2024-04-04 03:42:30.223997
1690295,"Sloy Dahl & Holst, LLC",0001172661-24-000387,2023-12-31,2024-01-30,487376239,89,2024-04-04 03:42:30.223997
1907552,"Sonora Investment Management Group, LLC",0001725547-24-000526,2023-12-31,2024-02-14,1229912799,277,2024-04-04 03:42:30.223997
1318293,"Spectrum Asset Management, Inc.",0001085146-24-000763,2023-12-31,2024-02-06,67608036,5,2024-04-04 03:42:30.223997
1905669,"Synergy Financial Group, LTD",0001905669-24-000001,2023-12-31,2024-02-15,81596879,87,2024-04-04 03:42:30.223997
1698750,"TFO Wealth Partners, LLC",0001698750-24-000001,2023-12-31,2024-02-12,491241464,953,2024-04-04 03:42:30.223997
1843275,"TKG Advisors, LLC",0001843275-24-000003,2023-12-31,2024-02-23,167628128,97,2024-04-04 03:42:30.223997
1071483,TODD ASSET MANAGEMENT LLC,0000909012-24-000014,2023-12-31,2024-02-06,4536422916,282,2024-04-04 03:42:30.223997
1504169,TOKIO MARINE ASSET MANAGEMENT CO LTD,0001172661-24-000423,2023-12-31,2024-02-02,1816748962,556,2024-04-04 03:42:30.223997
1925074,"TRIAD FINANCIAL ADVISORS, INC.",0001725547-23-001696,2023-09-30,2023-11-02,283920964,98,2024-04-04 03:42:30.223997
1845943,"Thrive Capital Management, LLC",0001845943-24-000001,2023-12-31,2024-01-29,186948855,156,2024-04-04 03:42:30.223997
